NO,課程碼,主開課程碼,開課單位,科目名稱,學分,選別,期次,授課教師/專長,授課語言,週別,星期,節次,教室,週別,星期,節次,教室,週別,星期,節次,教室,是否開放大四生上修,備註,可選課年級／分發優先順序,課程人數／屬性資料,通識領域／學群,是否開放選課條,大綱
69,D030204189,,哲學二,詮釋學 Hermeneutics,2.00,選,學期,曾慶豹 專長： 宗教哲學、基督宗教神學、政治哲學、詮釋學、中國基督宗教史,中文,全,二(Tue),D5-D6,LI303,,,,,,,,,否,第一週未到課不提供加選,最低年級： 二年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 50 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
70,D030204868,,哲學二,現象學導論 Introduction to Phenomenology,2.00,選,學期,林淑芬 專長： 哲學,中文,全,四(Thu),D7-D8,LI400,,,,,,,,,否,,最低年級： 二年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 85 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
71,D030205305,,哲學二,心靈哲學 Philosophy of Mind,2.00,選,學期,林約光 專長： 西方中世紀哲學、多瑪斯哲學、新士林哲學、心靈哲學與自知理論、宗教哲學,中文,全,四(Thu),D5-D6,LI305,,,,,,,,,否,第一週未到課不提供加選,最低年級： 二年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 50 外系： 5 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
72,D030207466,,哲學二,中國美學專題 Major Problems in Chinese Aesthetics,2.00,選,學年,尤煌傑 專長： 中、西美學專家專題、知識論、西洋近代哲學,中文,全,一(Mon),D7-D8,LI402,,,,,,,,,否,第一週未到課不提供加選,最低年級： 二年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 50 外系： 5 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
73,D030210784,,哲學二,應用倫理學 Applied Ethics,2.00,選,學期,張存華 專長： 歐陸哲學、哲學人類學、文化哲學,中文,全,一(Mon),D5-D6,LI306,,,,,,,,,否,第一週未到課不提供加選,最低年級： 二年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 50 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
74,D030212728,,哲學二,哲學諮商:理論與實務 Philosophical Counseling:Theory and Practice,2.00,選,學年,陳若吟 專長： 哲學諮商、生命與敘事研究、邏輯基礎療法,中文,全,五(Fri),D7-D8,LI303,,,,,,,,,否,第一週未到課同學不提供加選,最低年級： 二年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 50 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
75,D030213644,,哲學二,哲學諮商:實習 Philosophical Counseling:Practice,2.00,選,學期,李惠美 專長： 教育哲學、哲學諮商、大學自我評鑑、教育領導,中文,雙,六(Sat),D2-DN,LI302,,,,,,,,,否,開學第一次未到課不提供加選,最低年級： 二年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 30 外系： 7 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
76,D030215294,,哲學二,哲學諮商方法論 Methodology of Philosophical Counseling,2.00,選,學年,李惠美 專長： 教育哲學、哲學諮商、大學自我評鑑、教育領導,中文,全,四(Thu),D8-E0,LI305,,,,,,,,,否,開學第一週未到課同學不提供加選,最低年級： 二年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 50 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
77,D030221856,,哲學二,法蘭克福學派 The Frankfurt School,2.00,選,學期,曾慶豹 專長： 宗教哲學、基督宗教神學、政治哲學、詮釋學、中國基督宗教史,中文,全,一(Mon),D7-D8,LI304,,,,,,,,,否,第一週未到課不提供加選,最低年級： 二年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 60 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
78,D030222515,,哲學二,五經思想：易經 Philosophy of Five Classics: I-King,2.00,選,學年,陳福濱 專長： 兩漢哲學、宋明理學,中文,全,二(Tue),D5-D6,LI306,,,,,,,,,否,開學第一次未到課同學不提供加選,最低年級： 三年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 45 外系： 5 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
79,D030223401,,哲學二,先秦道家哲學 Philosophy of Daoism in Pre-Qin,2.00,選,學年,郭梨華 專長： 戰國儒家與道家哲學,中文,全,一(Mon),D5-D6,LI305,,,,,,,,,否,第一週未到課不提供加選,最低年級： 二年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 50 外系： 5 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
80,D030233507,G036033507,哲學二,清代哲學-明末清初時期 Philosophy of Ching dynasty-Late Ming and early Qing period,2.00,選,學期,汪惠娟 專長： 生命哲學、中國哲學,中文,全,一(Mon),D5-D6,LI304,,,,,,,,,否,,最低年級： 二年級 最高年級： 七年級 分發優先順序： 2開課系所高年級學生優先,開放： 20 外系： 0 屬性： 不代入 拒退年級： 不設定,領域： 學群：,否,
81,D030234258,,哲學二,戰國儒家哲學 The Confucianism of the Warring States,2.00,選,學年,郭梨華 專長： 戰國儒家與道家哲學,中文,全,一(Mon),D7-D8,LI305,,,,,,,,,否,第一週未到課不提供加選,最低年級： 二年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 50 外系： 5 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
82,D030237459,G036037459,哲學二,萊布尼茲與尼采論力概念 Leibniz and Nietzsche on the concept of force,2.00,選,學年,黃麗綺 專長： 古希臘哲學、尼采哲學,中文,全,一(Mon),D5-D6,LI410,,,,,,,,,否,,最低年級： 二年級 最高年級： 七年級 分發優先順序： 2開課系所高年級學生優先,開放： 15 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
83,D030237472,,哲學二,亞里斯多德早期哲學 The Early Philosophy of Aristotle,2.00,選,學期,劉康 專長： 希臘哲學、馬克思主義哲學,中文,全,一(Mon),D7-D8,LI303,,,,,,,,,否,第一週未到課不提供加選,最低年級： 二年級 最高年級： 七年級 分發優先順序： 1開課單位學生優先,開放： 65 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
84,D030237473,,哲學二,漢娜·鄂蘭﹕《極權主義的起源》 Hannah Arendt：The Origins of Totalitarianism,2.00,選,學期,劉康 專長： 希臘哲學、馬克思主義哲學,中文,全,二(Tue),D5-D6,LI400,,,,,,,,,否,第一週未到課不提供加選,最低年級： 二年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 65 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
85,D030237476,,哲學二,中國哲學與當代應用倫理 The Exploration of Modern Applied Ethics in Chinese Philosophy,2.00,選,學期,吳惠齡 專長： 中國哲學,中文,全,四(Thu),D5-D6,LI306,,,,,,,,,否,第一週未到課不提供加選,最低年級： 二年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 50 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
86,D030237818,,哲學二,儒家工夫論 Confucian Discourses on Self Cultivation,2.00,選,學期,鄧康宏 專長： 哲學、中國哲學、中國哲學史、儒家哲學、工夫論、比較哲學,中文,全,四(Thu),D5-D6,LI402,,,,,,,,,否,開學第一次上課未到不提供加選,最低年級： 一年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 50 外系： 2 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
87,D030237820,,哲學二,齊克果與法國存在主義 Kierkegaard and French existentialism,2.00,選,學期,董文學 專長： 人類學，法國哲學，中世紀思想，倫理學,中文,全,五(Fri),D3-D4,LI305,,,,,,,,,否,開學第一次上課未到不提供加選,最低年級： 二年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 50 外系： 3 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
88,D0E0201109,,企管二,中級會計學 Intermediate Accounting,3.00,選,學年,林彥廷 專長： 財務會計、資本市場研究、無形資產、公司理財,中文,全,一(Mon),DN-DN,LM302,全,一(Mon),D2-D4,LM302,,,,,否,財管組核心課程，輔導課為每周一DN,最低年級： 二年級 最高年級： 四年級 分發優先順序： 2開課系所高年級學生優先,開放： 60 外系： 10 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
89,D0E0202234,,企管二,組織行為 Organizational Behavior 英-專業,3.00,選,學期,林耀南 專長： 消費心理學、幽默、創造力、正向心理學、組織行為、企業倫理,全英文,全,二(Tue),D2-D4,LM505,,,,,,,,,否,與徐皓馨老師合開,最低年級： 二年級 最高年級： 四年級 分發優先順序： 2開課系所高年級學生優先,開放： 70 外系： 5 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
90,D0E0301480,,企管三,行銷研究 Marketing Research,3.00,選,學期,林育則 專長： 行銷研究、經濟學、行銷管理,中文,全,三(Wed),D2-D4,LM404,,,,,,,,,否,行銷組核心課程,最低年級： 三年級 最高年級： 四年級 分發優先順序： 2開課系所高年級學生優先,開放： 60 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
91,D0E0301579,,企管三,投資學 Investments,3.00,選,學期,連育民 專長： 資產評價、金融大數據分析、衍生性金融商品、財務計量、財務工程及風險管理,中文,全,五(Fri),D2-D4,LM302,,,,,,,,,否,財管組核心課程,最低年級： 三年級 最高年級： 四年級 分發優先順序： 2開課系所高年級學生優先,開放： 90 外系： 5 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
92,D0E0302141,,企管三,專案管理 Project Management 英-專業,3.00,選,學期,"范東安 專長： Operations Research, Metaheuristic",全英文,全,四(Thu),D5-D7,ES604,,,,,,,,,否,,最低年級： 三年級 最高年級： 四年級 分發優先順序： 2開課系所高年級學生優先,開放： 65 外系： 15 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
93,D0E0303136,G0E6003136,企管三,管理心理學 Management Psychology,3.00,選,學期,毛筱艷 專長： 人力資源  談判  衝突管理  溝通  行銷  企業倫理   智財權,中文,全,四(Thu),D2-D4,LM105,,,,,,,,,否,,最低年級： 三年級 最高年級： 七年級 分發優先順序： 2開課系所高年級學生優先,開放： 50 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
94,D0E0310458,,企管三,固定收益證券 Fixed Income Securities,3.00,選,學期,邱琦倫 專長： 資產定價、公司理財,中文,全,三(Wed),D2-D4,LM302,,,,,,,,,否,財管組核心課程,最低年級： 三年級 最高年級： 四年級 分發優先順序： 2開課系所高年級學生優先,開放： 85 外系： 10 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
95,D0E0314210,,企管三,推廣策略 Promotional Strategy,3.00,選,學期,黃麗霞 專長： 行銷管理、消費者行為,中文,全,四(Thu),D2-D4,ES717,,,,,,,,,否,行銷組核心課程,最低年級： 三年級 最高年級： 四年級 分發優先順序： 2開課系所高年級學生優先,開放： 80 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
96,D0E0314211,,企管三,產業管理研討 Discussion in Industrial Management,3.00,選,學期,顧宜錚 專長： 網路行銷、服務科學、資訊系統採用與擴散,中文,全,一(Mon),D5-D7,LM405,,,,,,,,,否,模組課程,最低年級： 三年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 60 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
97,D0E0315353,,企管三,全球供應鏈管理 Global Supply Chain Management,3.00,選,學期,梅明德 專長： 微積分,中文,全,五(Fri),D2-D4,LM505,,,,,,,,,否,模組課程,最低年級： 三年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 65 外系： 10 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
98,D0E0315470,G0E6015470,企管三,公司治理 Corporate Governance,3.00,選,學期,許培基 專長： 財務管理、財管專題、投資管理專題、基金投資、行為財務,中文,全,一(Mon),D5-D7,LM105,,,,,,,,,否,與江淑貞老師合開,最低年級： 三年級 最高年級： 七年級 分發優先順序： 2開課系所高年級學生優先,開放： 30 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
99,D0E0319663,,企管三,組織領導與社會創新實務 Organizational Leadership and Social Innovation Practices,2.00,選,學期,李禮孟 專長： 非營利組織管理、社會企業、政治經濟,中文,全,一(Mon),D8-E0,LM302,,,,,,,,,否,學士班5系合開，與黃凱斌老師合開,最低年級： 二年級 最高年級： 四年級 分發優先順序： 2開課系所高年級學生優先,開放： 35 外系： 15 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
100,D0E0324862,,企管三,績效管理與人才發展 Performance Management and Talent Development,3.00,選,學期,楊濱燦 專長： 消費者心理、服務行銷、組織行為與理論,中文,全,一(Mon),D2-D4,LM501,,,,,,,,,否,人管組核心課程,最低年級： 三年級 最高年級： 四年級 分發優先順序： 2開課系所高年級學生優先,開放： 90 外系： 20 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
101,D0E0324864,,企管三,組織與社會發展 Organization and Social Development,3.00,選,學期,徐皓馨 專長： 職場健康心理學,中文,全,三(Wed),D2-D4,LM301,,,,,,,,,否,模組課程,最低年級： 三年級 最高年級： 四年級 分發優先順序： 1開課單位學生優先,開放： 80 外系： 5 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
102,D0E0324865,,企管三,創意思考與行銷創新 Creative Thinking and Marketing Innovation,3.00,選,學期,林耀南 專長： 消費心理學、幽默、創造力、正向心理學、組織行為、企業倫理,中文,全,二(Tue),D5-D7,MD305,,,,,,,,,否,行銷組核心課程,最低年級： 三年級 最高年級： 四年級 分發優先順序： 2開課系所高年級學生優先,開放： 70 外系： 5 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
103,D0E0324866,,企管三,作業流程設計 Design of Operations Flow,3.00,選,學期,黃凱斌 專長： 作業管理 、計算管理科學、應用統計學 、機器學習與大數據分析,中文,全,四(Thu),D5-D7,ES706,,,,,,,,,否,作管組核心課程,最低年級： 三年級 最高年級： 四年級 分發優先順序： 2開課系所高年級學生優先,開放： 50 外系： 0 屬性： 可退可加 拒退年級： 不設定,領域： 學群：,否,
